from_id,to_id,walk_d
5927654,5925833,705
5927654,5925834,548
5927654,5925835,627
5927654,5927653,548
5927654,5927654,0
5927654,5927655,392
5927654,5927656,783
5927654,5929471,548
5927654,5929472,548
5927654,5929473,627
5927655,5924014,783
5927655,5924015,783
5927655,5925833,783
5927655,5925834,627
5927655,5925835,470
5927655,5925836,705
5927655,5927653,783
5927655,5927654,392
5927655,5927655,0
5927655,5927656,627
5927655,5929471,783
5927655,5929472,548
5927655,5929473,470
5927655,5929474,783
5927655,5931289,783
5927655,5931290,783
5927656,5924015,783
5927656,5924016,705
5927656,5925835,627
5927656,5925836,470
5927656,5925837,705
5927656,5927654,783
5927656,5927655,627
5927656,5927656,0
5927656,5927658,783
5927656,5929473,627
5927656,5929474,470
5927656,5931291,705
5927657,5927656,705
5927657,5927658,627
5927657,5927659,783
5927657,5929474,783
5927657,5929475,705
5927657,5929476,705
5927658,5925838,470
5927658,5925839,627
5927658,5927656,783
5927658,5927658,0
5927658,5927659,470
5927658,5929475,627
5927658,5929476,470
5927658,5929477,705
5927659,5925838,627
5927659,5925839,627
5927659,5925840,627
5927659,5925841,705
5927659,5927658,470
5927659,5927659,0
5927659,5927660,548
5927659,5927661,783
5927659,5929475,783
5927659,5929476,627
5927659,5929477,470
5927659,5929478,548
5927659,5931294,705
5927659,5931295,783
5927660,5925840,783
5927660,5925841,783
5927660,5927659,548
5927660,5927660,0
5927660,5927661,548
5927660,5929477,548
5927660,5929478,392
5927660,5929479,548
5927660,5931294,783
5927660,5931295,783
5927661,5924020,783
5927661,5925840,548
5927661,5925841,548
5927661,5925842,627
5927661,5927659,783
5927661,5927660,548
5927661,5927661,0
5927661,5927662,548
5927661,5929477,783
5927661,5929478,627
5927661,5929479,548
5927661,5929480,627
5927661,5931296,783
5927662,5924022,783
5927662,5925841,783
5927662,5925842,470
5927662,5925843,627
5927662,5925844,783
5927662,5927661,548
5927662,5927662,0
5927662,5927663,470
5927662,5929478,783
5927662,5929479,548
5927662,5929480,470
5927662,5929481,783
5927663,5924023,783
5927663,5925842,627
5927663,5925843,470
5927663,5925844,548
5927663,5927662,470
5927663,5927663,0
5927663,5929480,548
5927664,5925844,627
5927664,5925845,548
5927664,5927664,0
5927664,5927665,470
5927664,5927666,705
5927664,5929480,783
5927664,5929481,705
5927664,5929482,627
5927664,5929483,783
5927665,5925844,783
5927665,5925845,548
5927665,5927664,470
5927665,5927665,0
5927665,5927666,392
5927665,5929482,783
5927665,5929483,548
5927666,5925845,627
5927666,5927664,705
5927666,5927665,392
5927666,5927666,0
5927666,5929483,627
5927666,5929485,783
5927667,5925845,783
5927667,5927665,627
5927667,5927666,392
5927667,5927668,627
5927667,5929485,548
5927668,5925849,627
5927668,5927668,0
5927668,5927669,548
5927668,5929485,627
5927669,5925849,470
5927669,5925850,548
5927669,5927668,548
5927669,5927669,0
5927669,5927670,548
5927669,5927671,783
5927669,5929486,627
5927669,5929487,548
5927669,5929488,627
5927670,5925849,627
5927670,5925850,470
5927670,5925851,705
5927670,5927669,548
5927670,5927670,0
5927670,5927671,392
5927670,5929486,705
5927670,5929487,627
5927670,5929488,470
5927670,5929489,627
5927671,5925850,548
5927671,5925851,548
5927671,5925852,783
5927671,5925853,783
5927671,5927669,783
5927671,5927670,392
5927671,5927671,0
5927671,5927672,627
5927671,5929488,705
5927671,5929489,627
5927672,5924032,783
5927672,5924033,783
5927672,5925851,705
5927672,5925852,548
5927672,5925853,548
5927672,5927671,627
5927672,5927672,0
5927672,5927673,548
5927672,5929489,705
5927673,5924033,783
5927673,5925852,627
5927673,5925853,548
5927673,5925854,627
5927673,5927672,548
5927673,5927673,0
5927673,5927674,627
5927673,5929491,705
5927674,5924034,783
5927674,5925853,627
5927674,5925854,470
5927674,5927673,627
5927674,5927674,0
5927675,5925857,705
5927675,5927675,0
5927675,5927676,783
5927675,5929491,705
5927675,5929493,548
5927675,5931309,783
5927676,5927675,783
5927676,5927676,0
5927676,5927677,627
5927676,5929493,548
5927676,5929494,705
5927677,5925856,783
5927677,5925857,470
5927677,5925858,627
5927677,5925859,783
5927677,5927676,627
5927677,5927677,0
5927677,5927678,548
5927677,5927679,783
5927677,5929494,548
5927677,5929495,392
5927677,5931312,705
5927678,5925857,705
5927678,5925858,470
5927678,5925859,548
5927678,5927677,548
5927678,5927678,0
5927678,5927679,470
5927678,5927680,705
5927678,5929495,783
5927678,5929496,470
5927678,5929497,548
5927678,5929498,783
5927679,5925858,627
5927679,5925859,548
5927679,5925860,627
5927679,5927677,783
5927679,5927678,470
5927679,5927679,0
5927679,5927680,470
5927679,5929496,705
5927679,5929497,470
5927679,5929498,548
5927680,5925858,783
5927680,5925859,548
5927680,5925860,470
5927680,5927678,705
5927680,5927679,470
5927680,5927680,0
5927680,5929496,783
5927680,5929497,548
5927680,5929498,470
5927680,5929499,548
5927681,5925862,548
5927681,5927679,783
5927681,5927680,627
5927681,5927682,548
5927681,5927683,783
5927681,5929498,548
5927681,5929499,470
5927681,5929500,627
5927682,5925862,392
5927682,5925863,627
5927682,5927682,0
5927682,5927683,470
5927682,5927684,783
5927682,5929499,627
5927682,5929500,470
5927682,5929501,627
5927683,5924043,705
5927683,5924044,783
5927683,5925862,548
5927683,5925863,470
5927683,5925864,548
5927683,5927682,470
5927683,5927683,0
5927683,5927684,470
5927683,5927685,783
5927683,5929500,548
5927683,5929501,470
5927683,5929502,627
5927683,5931318,783
5927684,5924043,783
5927684,5925863,627
5927684,5925864,470
5927684,5925865,548
5927684,5927682,783
5927684,5927683,470
5927684,5927684,0
5927684,5927685,470
5927684,5927686,705
5927684,5929501,627
5927684,5929502,470
5927684,5929503,627
5927685,5924045,783
5927685,5924046,783
5927685,5925863,783
5927685,5925864,548
5927685,5925865,470
5927685,5927683,783
5927685,5927684,470
5927685,5927685,0
5927685,5927686,470
5927685,5929502,548
5927685,5929503,470
5927685,5929504,548
5927686,5925864,783
5927686,5925865,548
5927686,5925866,783
5927686,5927684,705
5927686,5927685,470
5927686,5927686,0
5927686,5927687,627
5927686,5927688,783
5927686,5929503,548
5927686,5929504,470
5927686,5929506,705
5927686,5931321,783
5927687,5925868,627
5927687,5927686,627
5927687,5927687,0
5927687,5927688,548
5927687,5929506,783
5927688,5924048,783
5927688,5925868,470
5927688,5925869,627
5927688,5927686,783
5927688,5927687,548
5927688,5927688,0
5927688,5927689,705
5927688,5929506,470
5927688,5929507,627
5927689,5924048,783
5927689,5924049,783
5927689,5925868,548
5927689,5925869,470
5927689,5927688,705
5927689,5927689,0
5927689,5927690,627
5927689,5929506,705
5927689,5929507,470
5927689,5929508,627
5927690,5924050,783
5927690,5925868,783
5927690,5925869,548
5927690,5925870,548
5927690,5925871,627
5927690,5925872,783
5927690,5927689,627
5927690,5927690,0
5927690,5927691,470
5927690,5929507,627
5927690,5929508,548
5927690,5929509,627
5927691,5925869,783
5927691,5925871,548
5927691,5925872,627
5927691,5927690,470
5927691,5927691,0
5927691,5927692,627
5927691,5929508,705
5927691,5929509,548
5927691,5929510,548
5927692,5925871,783
5927692,5925872,470
5927692,5925873,627
5927692,5927691,627
5927692,5927692,0
5927692,5927693,548
5927692,5927694,783
5927692,5929509,705
5927692,5929510,470
5927692,5929511,548
5927692,5931326,783
5927692,5931328,783
5927693,5925872,627
5927693,5925873,548
5927693,5927692,548
5927693,5927693,0
5927693,5927694,470
5927693,5927695,783
5927693,5929510,627
5927693,5929511,548
5927693,5929512,627
5927693,5929513,783
5927694,5924053,783
5927694,5924054,783
5927694,5925873,627
5927694,5925874,548
5927694,5925875,705
5927694,5927692,783
5927694,5927693,470
5927694,5927694,0
5927694,5927695,548
5927694,5927696,783
5927694,5929511,548
5927694,5929512,548
5927694,5929513,548
5927694,5929514,705
5927694,5931329,783
5927695,5925874,627
5927695,5925875,548
5927695,5925876,705
5927695,5927693,783
5927695,5927694,548
5927695,5927695,0
5927695,5927696,627
5927695,5929512,783
5927695,5929513,783
5927696,5925874,783
5927696,5925875,705
5927696,5925876,548
5927696,5925877,627
5927696,5927694,783
5927696,5927695,627
5927696,5927696,0
5927696,5927697,627
5927696,5927698,783
5927696,5929512,783
5927696,5929513,705
5927696,5929514,548
5927696,5929515,705
5927697,5924058,783
5927697,5925876,627
5927697,5925877,470
5927697,5925878,627
5927697,5927696,627
5927697,5927697,0
5927697,5927698,548
5927697,5929514,705
5927697,5929515,548
5927697,5929516,705
5927698,5924058,705
5927698,5925876,783
5927698,5925877,627
5927698,5925878,392
5927698,5927696,783
5927698,5927697,548
5927698,5927698,0
5927698,5929515,627
5927698,5929516,470
5927698,5929517,705
5927698,5931332,783
5927698,5931333,705
5927699,5925878,705
5927699,5927698,548
5927699,5929515,783
5927699,5929516,548
5927699,5929517,470
5927699,5931334,705
5927712,5925893,783
5927713,5925893,548
5927713,5925894,783
5927714,5925893,705
5927714,5925894,627
5927715,5924076,783
5927715,5925893,705
5927715,5925894,548
5927715,5925896,705
5927715,5927715,0
5927716,5927715,705
5929452,5927633,627
5929452,5927634,548
5929452,5927635,548
5929452,5929452,0
5929452,5929453,783
5929452,5929454,783
5929452,5931269,783
5929452,5931270,705
5929452,5929450,705
5929452,5929451,392
5929452,5931268,783
5929453,5927635,627
5929453,5927636,705
5929453,5927637,783
5929453,5929452,783
5929453,5929453,0
5929453,5929454,470
5929453,5929455,783
5929453,5931270,548
5929453,5931271,548
5929453,5931272,783
5929454,5927635,548
5929454,5927636,548
5929454,5927637,627
5929454,5929452,783
5929454,5929453,470
5929454,5929454,0
5929454,5929455,470
5929454,5931270,705
5929454,5931271,470
5929454,5931272,627
5929454,5931273,783
5929455,5925817,783
5929455,5927636,627
5929455,5927637,392
5929455,5927638,548
5929455,5927639,783
5929455,5929453,783
5929455,5929454,470
5929455,5929455,0
5929455,5929456,627
5929455,5929457,705
5929455,5931271,548
5929455,5931272,470
5929455,5931273,548
5929456,5927637,783
5929456,5927638,705
5929456,5927639,627
5929456,5929455,627
5929456,5929456,0
5929456,5929457,548
5929456,5931272,705
5929456,5931273,470
5929456,5931274,627
5929457,5927637,783
5929457,5927638,705
5929457,5927639,548
5929457,5927640,627
5929457,5929455,705
5929457,5929456,548
5929457,5929457,0
5929457,5929458,705
5929457,5931273,705
5929457,5931274,705
5929457,5933089,705
5929458,5927640,627
5929458,5929457,705
5929458,5929458,0
5929458,5929459,705
5929458,5931275,548
5929459,5925821,783
5929459,5927640,548
5929459,5927641,548
5929459,5927642,548
5929459,5927643,705
5929459,5929458,705
5929459,5929459,0
5929459,5931275,470
5929460,5925822,783
5929460,5927640,783
5929460,5927641,705
5929460,5927642,548
5929460,5927643,627
5929460,5929459,470
5929460,5929461,548
5929460,5931275,783
5929460,5933092,783
5929461,5925823,705
5929461,5925824,705
5929461,5927642,705
5929461,5927643,470
5929461,5927644,627
5929461,5929461,0
5929461,5929462,470
5929461,5931280,783
5929461,5933094,783
5929462,5925824,783
5929462,5925825,783
5929462,5927643,705
5929462,5927644,470
5929462,5927645,548
5929462,5927646,783
5929462,5929461,470
5929462,5929462,0
5929462,5929463,548
5929462,5929464,783
5929462,5931280,548
5929462,5931281,783
5929462,5933094,783
5929462,5933095,783
5929463,5927644,627
5929463,5927645,470
5929463,5927646,627
5929463,5929462,548
5929463,5929463,0
5929463,5929464,470
5929463,5931280,392
5929463,5931281,627
5929463,5933095,783
5929464,5927644,783
5929464,5927645,548
5929464,5927646,470
5929464,5927647,627
5929464,5929462,783
5929464,5929463,470
5929464,5929464,0
5929464,5929465,705
5929464,5931280,627
5929464,5931281,470
5929464,5931282,783
5929465,5925827,705
5929465,5927645,783
5929465,5927646,548
5929465,5927647,470
5929465,5927648,548
5929465,5929464,705
5929465,5929465,0
5929465,5929466,548
5929465,5929467,783
5929465,5931281,627
5929465,5931282,470
5929465,5931283,627
5929465,5933097,783
5929466,5925828,783
5929466,5927647,627
5929466,5927648,392
5929466,5929465,548
5929466,5929466,0
5929466,5929467,470
5929466,5931282,548
5929466,5931283,470
5929466,5933098,783
5929466,5933099,783
5929467,5925828,783
5929467,5927648,627
5929467,5929465,783
5929467,5929466,470
5929467,5929467,0
5929467,5931282,705
5929467,5931283,627
5929467,5931284,548
5929467,5933099,783
5929468,5929467,705
5929468,5931284,627
5929469,5927652,705
5929469,5929470,705
5929470,5925832,783
5929470,5927652,392
5929470,5927653,705
5929470,5929470,0
5929470,5929471,392
5929470,5931288,548
5929471,5925833,783
5929471,5925834,783
5929471,5927652,470
5929471,5927653,470
5929471,5927654,548
5929471,5927655,783
5929471,5929470,392
5929471,5929471,0
5929471,5929472,548
5929471,5929473,783
5929471,5931288,470
5929471,5931289,548
5929471,5933104,783
5929472,5927653,548
5929472,5927654,548
5929472,5927655,548
5929472,5929471,548
5929472,5929472,0
5929472,5929473,470
5929472,5931288,627
5929472,5931289,470
5929472,5931290,705
5929472,5933104,783
5929473,5925835,783
5929473,5927654,627
5929473,5927655,470
5929473,5927656,627
5929473,5929471,783
5929473,5929472,470
5929473,5929473,0
5929473,5929474,783
5929473,5931288,783
5929473,5931289,548
5929473,5931290,548
5929473,5933104,783
5929473,5933105,705
5929474,5925837,783
5929474,5927655,783
5929474,5927656,470
5929474,5929473,783
5929474,5929474,0
5929474,5931290,627
5929474,5931291,470
5929474,5931292,705
5929475,5927658,627
5929475,5927659,783
5929475,5929475,0
5929475,5929476,470
5929475,5929477,783
5929475,5931293,783
5929476,5925838,783
5929476,5927658,470
5929476,5927659,627
5929476,5929475,470
5929476,5929476,0
5929476,5929477,548
5929476,5929478,783
5929476,5931293,627
5929476,5931294,705
5929477,5927658,705
5929477,5927659,470
5929477,5927660,548
5929477,5927661,783
5929477,5929475,783
5929477,5929476,548
5929477,5929477,0
5929477,5929478,470
5929477,5929479,705
5929477,5931293,627
5929477,5931294,392
5929477,5931295,627
5929477,5933109,783
5929477,5933110,705
5929478,5927659,548
5929478,5927660,392
5929478,5927661,627
5929478,5927662,783
5929478,5929476,783
5929478,5929477,470
5929478,5929478,0
5929478,5929479,470
5929478,5929480,783
5929478,5931294,548
5929478,5931295,470
5929478,5931296,705
5929479,5925840,783
5929479,5925841,783
5929479,5927660,548
5929479,5927661,548
5929479,5927662,548
5929479,5929477,705
5929479,5929478,470
5929479,5929479,0
5929479,5929480,470
5929479,5929481,783
5929479,5931294,783
5929479,5931295,548
5929479,5931296,392
5929479,5931297,627
5929479,5931298,783
5929479,5933110,783
5929480,5925842,783
5929480,5925843,783
5929480,5927661,627
5929480,5927662,470
5929480,5927663,548
5929480,5927664,783
5929480,5929478,783
5929480,5929479,470
5929480,5929480,0
5929480,5929481,470
5929480,5931296,548
5929480,5931297,548
5929480,5931298,548
5929480,5933112,783
5929481,5927662,783
5929481,5927664,705
5929481,5929479,783
5929481,5929480,470
5929481,5929481,0
5929481,5929482,470
5929481,5929483,705
5929481,5931297,627
5929481,5931298,548
5929481,5931299,627
5929482,5927664,627
5929482,5927665,783
5929482,5929481,470
5929482,5929482,0
5929482,5929483,548
5929482,5931298,705
5929482,5931299,548
5929482,5931300,705
5929483,5927664,783
5929483,5927665,548
5929483,5927666,627
5929483,5929481,705
5929483,5929482,548
5929483,5929483,0
5929483,5931299,627
5929483,5931300,470
5929484,5927665,627
5929484,5927666,705
5929484,5929483,627
5929484,5931300,705
5929485,5927666,783
5929485,5927668,627
5929485,5929485,0
5929485,5931301,548
5929485,5931302,627
5929485,5933116,783
5929485,5933117,783
5929486,5927669,627
5929486,5927670,705
5929486,5929486,0
5929486,5929487,548
5929486,5929488,783
5929486,5931302,627
5929486,5931304,705
5929487,5927669,548
5929487,5927670,627
5929487,5929486,548
5929487,5929487,0
5929487,5929488,705
5929487,5931304,470
5929488,5925849,783
5929488,5925850,783
5929488,5927669,627
5929488,5927670,470
5929488,5927671,705
5929488,5929486,783
5929488,5929487,705
5929488,5929488,0
5929488,5929489,783
5929488,5931304,705
5929489,5925850,783
5929489,5927670,627
5929489,5927671,627
5929489,5927672,705
5929489,5929488,783
5929489,5929489,0
5929490,5927670,783
5929490,5927671,705
5929490,5927672,470
5929490,5927673,705
5929490,5929489,627
5929490,5929491,627
5929490,5931306,627
5929490,5933122,783
5929490,5933123,783
5929491,5927673,705
5929491,5927675,705
5929491,5929491,0
5929491,5929493,783
5929491,5931306,783
5929491,5931309,705
5929491,5933122,783
5929492,5927673,548
5929492,5927675,548
5929492,5927676,783
5929492,5929491,470
5929492,5929493,470
5929492,5929494,783
5929492,5931309,470
5929493,5927675,548
5929493,5927676,548
5929493,5929491,783
5929493,5929493,0
5929493,5929494,470
5929493,5929495,783
5929493,5931309,627
5929493,5931310,783
5929493,5931311,705
5929493,5931312,783
5929493,5933125,783
5929494,5925857,783
5929494,5927676,705
5929494,5927677,548
5929494,5929493,470
5929494,5929494,0
5929494,5929495,548
5929494,5931310,783
5929494,5931311,548
5929494,5931312,627
5929494,5933125,783
5929494,5933126,783
5929495,5925857,705
5929495,5927677,392
5929495,5927678,783
5929495,5929493,783
5929495,5929494,548
5929495,5929495,0
5929495,5929496,705
5929495,5931311,783
5929495,5931312,548
5929495,5933127,783
5929496,5925858,705
5929496,5927678,470
5929496,5927679,705
5929496,5927680,783
5929496,5929495,705
5929496,5929496,0
5929496,5929497,392
5929496,5929498,705
5929496,5931312,705
5929496,5933127,783
5929497,5925858,705
5929497,5925859,783
5929497,5925860,783
5929497,5927678,548
5929497,5927679,470
5929497,5927680,548
5929497,5929496,392
5929497,5929497,0
5929497,5929498,470
5929497,5929499,783
5929497,5931312,783
5929498,5925859,783
5929498,5925860,783
5929498,5927678,783
5929498,5927679,548
5929498,5927680,470
5929498,5929496,705
5929498,5929497,470
5929498,5929498,0
5929498,5929499,470
5929498,5931316,783
5929499,5925860,705
5929499,5927680,548
5929499,5927682,627
5929499,5929497,783
5929499,5929498,470
5929499,5929499,0
5929499,5929500,705
5929499,5931316,627
5929499,5931318,783
5929499,5933131,783
5929500,5925862,705
5929500,5927682,470
5929500,5927683,548
5929500,5929499,705
5929500,5929500,0
5929500,5929501,470
5929500,5929502,783
5929500,5931318,705
5929501,5925863,783
5929501,5925864,705
5929501,5927682,627
5929501,5927683,470
5929501,5927684,627
5929501,5929500,470
5929501,5929501,0
5929501,5929502,548
5929501,5931317,627
5929501,5931318,470
5929501,5931319,627
5929502,5925863,783
5929502,5925864,705
5929502,5927683,627
5929502,5927684,470
5929502,5927685,548
5929502,5929500,783
5929502,5929501,548
5929502,5929502,0
5929502,5929503,548
5929502,5931318,705
5929502,5931321,783
5929503,5925864,783
5929503,5925865,783
5929503,5927684,627
5929503,5927685,470
5929503,5927686,548
5929503,5929502,548
5929503,5929503,0
5929503,5929504,470
5929503,5931321,627
5929504,5927685,548
5929504,5927686,470
5929504,5929503,470
5929504,5929504,0
5929504,5931321,470
5929504,5931322,783
5929505,5925868,783
5929505,5927686,705
5929505,5927687,627
5929505,5927688,627
5929505,5929506,548
5929505,5931321,548
5929505,5931322,392
5929505,5931323,548
5929505,5931324,783
5929505,5933137,705
5929505,5933138,783
5929506,5925868,705
5929506,5927686,705
5929506,5927687,783
5929506,5927688,470
5929506,5927689,705
5929506,5929506,0
5929506,5929507,548
5929506,5931322,627
5929506,5931323,705
5929506,5931324,627
5929507,5925869,783
5929507,5927688,627
5929507,5927689,470
5929507,5927690,627
5929507,5929506,548
5929507,5929507,0
5929507,5929508,470
5929507,5929509,783
5929507,5931324,627
5929507,5931325,627
5929508,5927689,627
5929508,5927690,548
5929508,5927691,705
5929508,5929507,470
5929508,5929508,0
5929508,5929509,470
5929508,5931324,627
5929508,5931325,470
5929508,5931326,705
5929509,5925871,783
5929509,5927690,627
5929509,5927691,548
5929509,5927692,705
5929509,5929507,783
5929509,5929508,470
5929509,5929509,0
5929509,5929510,548
5929509,5931325,627
5929509,5931326,470
5929509,5931327,627
5929509,5933141,783
5929509,5933142,783
5929510,5925872,783
5929510,5927691,548
5929510,5927692,470
5929510,5927693,627
5929510,5929509,548
5929510,5929510,0
5929510,5929511,548
5929510,5929512,783
5929510,5931325,783
5929510,5931326,627
5929510,5931327,548
5929510,5931328,548
5929510,5933142,783
5929511,5925873,783
5929511,5927692,548
5929511,5927693,548
5929511,5927694,548
5929511,5929510,548
5929511,5929511,0
5929511,5929512,548
5929511,5931327,783
5929511,5931328,470
5929511,5931329,705
5929512,5927693,627
5929512,5927694,548
5929512,5927695,783
5929512,5927696,783
5929512,5929510,783
5929512,5929511,548
5929512,5929512,0
5929512,5929513,470
5929512,5929514,783
5929512,5931328,548
5929512,5931329,627
5929512,5931330,705
5929513,5927693,783
5929513,5927694,548
5929513,5927695,783
5929513,5927696,705
5929513,5929512,470
5929513,5929513,0
5929513,5929514,470
5929513,5931329,783
5929513,5931330,627
5929513,5931331,705
5929514,5927694,705
5929514,5927696,548
5929514,5927697,705
5929514,5929512,783
5929514,5929513,470
5929514,5929514,0
5929514,5929515,627
5929514,5929516,783
5929514,5931330,705
5929514,5931331,548
5929514,5931332,548
5929514,5933146,783
5929514,5933147,783
5929515,5925877,783
5929515,5927696,705
5929515,5927697,548
5929515,5927698,627
5929515,5929514,627
5929515,5929515,0
5929515,5929516,470
5929515,5931332,627
5929515,5931333,627
5929516,5925878,783
5929516,5927697,705
5929516,5927698,470
5929516,5929514,783
5929516,5929515,470
5929516,5929516,0
5929516,5929517,470
5929516,5931332,470
5929516,5931333,470
5929516,5931334,548
5929516,5933147,783
5929516,5933149,783
5929517,5927698,705
5929517,5929516,470
5929517,5929517,0
5929517,5931333,627
5929517,5931334,392
5929517,5933149,705
5929518,5931334,783
5929518,5933149,783
5929518,5933150,627
5929531,5925893,548
5929531,5925894,783
5931269,5929452,783
5931269,5931269,0
5931269,5931270,783
5931269,5933084,548
5931269,5933085,705
5931269,5929450,783
5931269,5929451,627
5931269,5931267,783
5931269,5931268,470
5931269,5933083,627
5931270,5927635,783
5931270,5929452,705
5931270,5929453,548
5931270,5929454,705
5931270,5931269,783
5931270,5931270,0
5931270,5931271,548
5931270,5931272,783
5931271,5927635,783
5931271,5927636,783
5931271,5929453,548
5931271,5929454,470
5931271,5929455,548
5931271,5931270,548
5931271,5931271,0
5931271,5931272,392
5931271,5931273,705
5931271,5933084,783
5931271,5933085,470
5931272,5927637,705
5931272,5929453,783
5931272,5929454,627
5931272,5929455,470
5931272,5929456,705
5931272,5931270,783
5931272,5931271,392
5931272,5931272,0
5931272,5931273,470
5931272,5931274,783
5931272,5933085,705
5931272,5933088,705
5931272,5933089,783
5931273,5927637,783
5931273,5927638,783
5931273,5929454,783
5931273,5929455,548
5931273,5929456,470
5931273,5929457,705
5931273,5931271,705
5931273,5931272,470
5931273,5931273,0
5931273,5931274,627
5931273,5933088,705
5931273,5933089,783
5931274,5929456,627
5931274,5929457,705
5931274,5931272,783
5931274,5931273,627
5931274,5931274,0
5931274,5931275,783
5931274,5933089,470
5931274,5934903,783
5931275,5929458,548
5931275,5929459,470
5931275,5931274,783
5931275,5931275,0
5931275,5933089,627
5931275,5933092,783
5931276,5929458,705
5931276,5929459,705
5931276,5931275,470
5931276,5933089,783
5931276,5933092,627
5931277,5929459,548
5931277,5929461,627
5931277,5933092,470
5931277,5934906,705
5931278,5927643,705
5931278,5929461,392
5931278,5929462,627
5931278,5933094,627
5931278,5933095,783
5931279,5927643,783
5931279,5927644,783
5931279,5929461,470
5931279,5929462,470
5931279,5929463,627
5931279,5931280,470
5931279,5931281,783
5931279,5933094,392
5931279,5933095,548
5931280,5927644,783
5931280,5927645,705
5931280,5929461,783
5931280,5929462,548
5931280,5929463,392
5931280,5929464,627
5931280,5931280,0
5931280,5931281,470
5931280,5931282,783
5931280,5933094,705
5931280,5933095,627
5931281,5927645,783
5931281,5927646,705
5931281,5929462,783
5931281,5929463,627
5931281,5929464,470
5931281,5929465,627
5931281,5931280,470
5931281,5931281,0
5931281,5931282,470
5931281,5931283,783
5931281,5933094,783
5931281,5933095,548
5931281,5933097,548
5931281,5933098,783
5931282,5927647,783
5931282,5929464,783
5931282,5929465,470
5931282,5929466,548
5931282,5929467,705
5931282,5931280,783
5931282,5931281,470
5931282,5931282,0
5931282,5931283,470
5931282,5933097,470
5931282,5933098,705
5931283,5927648,783
5931283,5929465,627
5931283,5929466,470
5931283,5929467,627
5931283,5931281,783
5931283,5931282,470
5931283,5931283,0
5931283,5933097,627
5931283,5933098,548
5931283,5933099,627
5931284,5929467,548
5931284,5931284,0
5931285,5929467,548
5931285,5931284,470
5931285,5933099,627
5931286,5929470,627
5931286,5929471,783
5931286,5931288,783
5931286,5933099,783
5931287,5927652,705
5931287,5929470,470
5931287,5929471,548
5931287,5931288,627
5931288,5927652,783
5931288,5927653,783
5931288,5929470,548
5931288,5929471,470
5931288,5929472,627
5931288,5929473,783
5931288,5931288,0
5931288,5931289,470
5931288,5931290,783
5931288,5933104,705
5931289,5927655,783
5931289,5929471,548
5931289,5929472,470
5931289,5929473,548
5931289,5931288,470
5931289,5931289,0
5931289,5931290,548
5931289,5931291,783
5931289,5933104,470
5931289,5933105,705
5931290,5927655,783
5931290,5929472,705
5931290,5929473,548
5931290,5929474,627
5931290,5931288,783
5931290,5931289,548
5931290,5931290,0
5931290,5931291,470
5931290,5933104,548
5931290,5933105,470
5931290,5933106,705
5931290,5934919,783
5931291,5927656,705
5931291,5929474,470
5931291,5931289,783
5931291,5931290,470
5931291,5931291,0
5931291,5931292,627
5931291,5933104,783
5931291,5933105,627
5931291,5933106,470
5931291,5933107,783
5931291,5934919,705
5931291,5934920,783
5931292,5929474,705
5931292,5931291,627
5931292,5931292,0
5931292,5933106,627
5931292,5933107,392
5931292,5934921,783
5931293,5929475,783
5931293,5929476,627
5931293,5929477,627
5931293,5931293,0
5931293,5931294,705
5931293,5933106,783
5931293,5933107,627
5931293,5933108,627
5931293,5933109,627
5931293,5934922,783
5931294,5927659,705
5931294,5927660,783
5931294,5929476,705
5931294,5929477,392
5931294,5929478,548
5931294,5929479,783
5931294,5931293,705
5931294,5931294,0
5931294,5931295,548
5931294,5933108,705
5931294,5933109,627
5931294,5933110,548
5931295,5927659,783
5931295,5927660,783
5931295,5929477,627
5931295,5929478,470
5931295,5929479,548
5931295,5931294,548
5931295,5931295,0
5931295,5931296,548
5931295,5933109,627
5931295,5933110,470
5931296,5927661,783
5931296,5929478,705
5931296,5929479,392
5931296,5929480,548
5931296,5931295,548
5931296,5931296,0
5931296,5931297,705
5931296,5933110,705
5931297,5929479,627
5931297,5929480,548
5931297,5929481,627
5931297,5931296,705
5931297,5931297,0
5931297,5931298,470
5931297,5933111,705
5931297,5933112,470
5931297,5933113,783
5931298,5929479,783
5931298,5929480,548
5931298,5929481,548
5931298,5929482,705
5931298,5931297,470
5931298,5931298,0
5931298,5931299,548
5931298,5933112,548
5931298,5933113,627
5931298,5933114,783
5931298,5934927,783
5931299,5929481,627
5931299,5929482,548
5931299,5929483,627
5931299,5931298,548
5931299,5931299,0
5931299,5931300,548
5931299,5933113,705
5931299,5933114,627
5931300,5929482,705
5931300,5929483,470
5931300,5931299,548
5931300,5931300,0
5931300,5933114,627
5931300,5933116,783
5931301,5929485,548
5931301,5931301,0
5931301,5931302,627
5931301,5933116,392
5931301,5933117,705
5931301,5934930,783
5931302,5929485,627
5931302,5929486,627
5931302,5931301,627
5931302,5931302,0
5931302,5933116,627
5931302,5933117,470
5931302,5934930,783
5931303,5929486,783
5931303,5929487,627
5931303,5931302,548
5931303,5931304,548
5931303,5933117,705
5931304,5929486,705
5931304,5929487,470
5931304,5929488,705
5931304,5931304,0
5931305,5929487,783
5931305,5929488,783
5931305,5931304,705
5931305,5931306,470
5931305,5933122,783
5931306,5929491,783
5931306,5931306,0
5931306,5933122,548
5931306,5933123,783
5931307,5927672,705
5931307,5929491,548
5931307,5931306,470
5931307,5931309,783
5931307,5933122,470
